"strain","treatment","background","knockout","Sample","rep","ref_genome","start","stop","locus_tag","gene","counts","nfactor","normcounts","rpk","rpm","tpm"
"11-44-phi9v2","deop-9","10deop","phi9","PA125","2","T7_10deop",17149,17359,"T7p33","5.7",23348,3053691,0.00764582926039341,0.0364087107637781,5.65392833696043e-06,0.00643954231357512
"11-44-phi9v2","deop-9","10deop","phi9","PA125","2","T7_10deop",17358,17517,"T7p34","5.9",17871,3053691,0.00585226206580823,0.0368066796591713,5.65392833696043e-06,0.00650993034675756
"11-44-phi9v2","deop-9","10deop","phi9","PA125","2","T7_10deop",17503,18406,"T7p35","6",92333,3053691,0.0302365236037307,0.0334845222632677,5.65392833696043e-06,0.00592234642317186
"11-44-phi9v2","deop-9","10deop","phi9","PA125","2","T7_10deop",18393,18507,"T7p36","6.3",19709,3053691,0.00645415662553939,0.0566154089959595,5.65392833696043e-06,0.0100134642007854
"11-44-phi9v2","deop-9","10deop","phi9","PA125","2","T7_10deop",18604,18859,"T7p37","6.5",170931,3053691,0.0559752116373268,0.21951063387187,5.65392833696043e-06,0.0388244457286275
"11-44-phi9v2","deop-9","10deop","phi9","PA125","2","T7_10deop",18863,19130,"T7p38","6.7",166976,3053691,0.0546800576744667,0.204794223499875,5.65392833696043e-06,0.0362215810485446
"11-44-phi9v2","deop-9","10deop","phi9","PA125","2","T7_10deop",19129,19531,"T7p39","7",322755,3053691,0.105693405128417,0.262918918229892,5.65392833696043e-06,0.0465019898662596
"11-44-phi9v2","deop-9","10deop","phi9","PA125","2","T7_10deop",19534,19834,"T7p40","7.3",276151,3053691,0.0904318740828722,0.301439580276241,5.65392833696043e-06,0.0533150691539001
"11-44-phi9v2","deop-9","10deop","phi9","PA125","2","T7_10deop",19847,20240,"T7p41","7.7",234987,3053691,0.0769517937473045,0.195806090960062,5.65392833696043e-06,0.0346318664281706
"11-44-phi9v2","deop-9","10deop","phi9","PA125","2","T7_10deop",20239,21850,"T7p42","8",499056,3053691,0.163427144396732,0.101444534076184,5.65392833696043e-06,0.0179423098473017
"11-44-phi9v2","deop-9","10deop","phi9","PA125","2","T7_10deop",21949,22873,"T7p43","9",241498,3053691,0.0790839675658081,0.0855887094868053,5.65392833696043e-06,0.0151379190513083
"11-44-phi9v2","deop-9","10deop","phi9","PA125","2","T7_10deop",22966,24162,"T7p44","10B",1633556,3053691,0.534944760291726,0.447278227668667,5.65392833696043e-06,0.0791092849098835
"11-44-phi9v2","deop-9","10deop","phi9","PA125","2","T7_10deop",22966,24004,"T7p45","10A",1578545,3053691,0.516930167459641,0.498005941675955,5.65392833696043e-06,0.0880814032290484
"11-44-phi9v2","deop-9","10deop","phi9","PA125","2","T7_10deop",24227,24818,"T7p46","11",83121,3053691,0.0272198464088213,0.046057269727278,5.65392833696043e-06,0.00814606535180079
"11-44-phi9v2","deop-9","10deop","phi9","PA125","2","T7_10deop",24841,27226,"T7p47","12",356064,3053691,0.116601188528898,0.0488893872238567,5.65392833696043e-06,0.00864697681154901
"11-44-phi9v2","deop-9","10deop","phi9","PA125","2","T7_10deop",27306,27723,"T7p48","13",90138,3053691,0.0295177213411573,0.0707859024967801,5.65392833696043e-06,0.0125197735588624
"11-44-phi9v2","deop-9","10deop","phi9","PA125","2","T7_10deop",27727,28318,"T7p49","14",221597,3053691,0.0725669362093283,0.122786694093618,5.65392833696043e-06,0.0217170587909554
"11-44-phi9v2","deop-9","10deop","phi9","PA125","2","T7_10deop",28324,30568,"T7p50","15",664925,3053691,0.21774468995062,0.0970341755573175,5.65392833696043e-06,0.0171622577744739
"11-44-phi9v2","deop-9","10deop","phi9","PA125","2","T7_10deop",30594,34551,"T7p51","16",1012911,3053691,0.331700555164226,0.0838262712065266,5.65392833696043e-06,0.0148261998049292
"11-44-phi9v2","deop-9","10deop","phi9","PA125","2","T7_10deop",34623,36285,"T7p52","17",935371,3053691,0.306308333095916,0.184301042777326,5.65392833696043e-06,0.0325969895254114
"11-44-phi9v2","deop-9","10deop","phi9","PA125","2","T7_10deop",36343,36547,"T7p53","17.5",79456,3053691,0.0260196594874858,0.127547350428852,5.65392833696043e-06,0.0225590674001046
"11-44-phi9v2","deop-9","10deop","phi9","PA125","2","T7_10deop",36552,36822,"T7p54","18",104561,3053691,0.0342408580304949,0.126817992705537,5.65392833696043e-06,0.0224300672289232
"11-44-phi9v2","deop-9","10deop","phi9","PA125","2","T7_10deop",36916,37348,"T7p55","18.5",194307,3053691,0.0636302101293156,0.14729215307712,5.65392833696043e-06,0.0260512946572478
"11-44-phi9v2","deop-9","10deop","phi9","PA125","2","T7_10deop",37031,37283,"T7p56","18.7",89491,3053691,0.0293058465967906,0.116293042050756,5.65392833696043e-06,0.0205685383895891
"11-44-phi9v2","deop-9","10deop","phi9","PA125","2","T7_10deop",37369,39130,"T7p57","19",577281,3053691,0.189043685166574,0.107350190327413,5.65392833696043e-06,0.0189868325046943
"11-44-phi9v2","deop-9","10deop","phi9","PA125","2","T7_10deop",38015,38273,"T7p58","19.2",129419,3053691,0.0423811708519297,0.164268104077247,5.65392833696043e-06,0.0290538001699466
"11-44-phi9v2","deop-9","10deop","phi9","PA125","2","T7_10deop",38552,38726,"T7p59","19.3",82537,3053691,0.0270286024355444,0.155336795606577,5.65392833696043e-06,0.0274741359191133
"11-44-phi9v2","deop-9","10deop","phi9","PA125","2","T7_10deop",39388,39538,"T7p60","19.5",131059,3053691,0.0429182258453786,0.286121505635857,5.65392833696043e-06,0.050605789211272
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",890,1468,"T7p01","0.3",10287,3435203,0.00299458285289108,0.00518093919185308,5.43516552894276e-06,0.000953225649571131
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",1277,1433,"T7p02","0.4",0,3435203,0,0,5.43516552894276e-06,0
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",1468,3138,"T7p03","0.7",16156,3435203,0.00470306994957794,0.00281620955064548,5.43516552894276e-06,0.000518146050133873
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",1495,1639,"T7p04","0.5",0,3435203,0,0,5.43516552894276e-06,0
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",1635,1972,"T7p05","0.6B",2,3435203,5.82207223270357e-07,1.72761787320581e-06,5.43516552894276e-06,3.17859293154198e-07
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",1635,1797,"T7p06","0.6A",2,3435203,5.82207223270357e-07,3.59387174858245e-06,5.43516552894276e-06,6.61225813536819e-07
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",3138,5887,"T7p07","1",65418,3435203,0.0190434160659501,0.00692739762311754,5.43516552894276e-06,0.00127455136117355
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",5887,6448,"T7p08","1.2",83692,3435203,0.0243630434649714,0.0434278849642983,5.43516552894276e-06,0.0079901678675729
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",6006,6135,"T7p09","1.1",19030,3435203,0.00553970172941745,0.04294342425905,5.43516552894276e-06,0.00790103337798495
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",6448,7588,"T7p10","1.3",201450,3435203,0.0586428225639067,0.0514410724244796,5.43516552894276e-06,0.00946449048341787
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",7607,7763,"T7p11","1.4",14045,3435203,0.00408855022541608,0.0262086552911287,5.43516552894276e-06,0.0048220528246224
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",7790,7880,"T7p12","1.5",24447,3435203,0.00711660999364521,0.0790734443738356,5.43516552894276e-06,0.0145484887171811
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",7905,8166,"T7p13","1.6",57516,3435203,0.0167431153268089,0.0641498671525246,5.43516552894276e-06,0.0118027439662915
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",8165,8756,"T7p14","1.7",132853,3435203,0.0386739881165684,0.0654382201633983,5.43516552894276e-06,0.01203978421907
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",8748,8895,"T7p15","1.8",44783,3435203,0.0130364930398582,0.0886836261214844,5.43516552894276e-06,0.0163166375797086
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",8897,9092,"T7p16","2",38618,3435203,0.0112418392741273,0.0576504578160375,5.43516552894276e-06,0.0106069369017454
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",9157,9856,"T7p17","2.5",152569,3435203,0.0444133869235675,0.0635384648405831,5.43516552894276e-06,0.0116902538666458
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",9856,10276,"T7p18","2.8",121554,3435203,0.0353848084087025,0.084249543830244,5.43516552894276e-06,0.0155008239181691
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",10256,10706,"T7p19","3",185264,3435203,0.0539310195059797,0.119846710013288,5.43516552894276e-06,0.0220502410414353
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",10705,11161,"T7p20","3.5",261155,3435203,0.076023163696585,0.166717464246897,5.43516552894276e-06,0.0306738522238396
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",11224,11590,"T7p21","3.8",7944,3435203,0.00231252709082986,0.00631838002958978,5.43516552894276e-06,0.00116250001880234
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",11564,13265,"T7p22","4A",65627,3435203,0.0191042567207819,0.01123119148782,5.43516552894276e-06,0.00206639364118956
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",11634,11757,"T7p23","4.1",6738,3435203,0.00196145613519783,0.0159467978471368,5.43516552894276e-06,0.00293400408179267
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",11753,13265,"T7p24","4B",60061,3435203,0.0174839740184205,0.0115634748799077,5.43516552894276e-06,0.00212752947786615
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",12987,13326,"T7p25","4.2",29413,3435203,0.0085622305290255,0.0252573171947655,5.43516552894276e-06,0.00464701894731043
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",13351,13564,"T7p26","4.3",34267,3435203,0.00997524745990266,0.0468321476990735,5.43516552894276e-06,0.0086165080805153
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",13583,13853,"T7p27","4.5",25182,3435203,0.00733057114819706,0.027150263511841,5.43516552894276e-06,0.00499529653094525
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",13926,14334,"T7p28","4.7",13841,3435203,0.00402916508864251,0.00987540462902575,5.43516552894276e-06,0.00181694643455444
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",14352,16467,"T7p29","5",112392,3435203,0.032717717118901,0.0154693697961707,5.43516552894276e-06,0.00284616350942669
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",16482,16839,"T7p30","5.3",37499,3435203,0.0109160943327076,0.030577295049601,5.43516552894276e-06,0.00562582590847953
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",16850,17359,"T7p31","5.5-5.7",54927,3435203,0.0159894480762854,0.0314134539809144,5.43516552894276e-06,0.00577966831251687
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",16850,17150,"T7p32","5.5",39355,3435203,0.0114563826359024,0.0381879421196748,5.43516552894276e-06,0.00702608631077021
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",17149,17359,"T7p33","5.7",31466,3435203,0.00915986624371253,0.0436184106843454,5.43516552894276e-06,0.00802522213023197
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",17358,17517,"T7p34","5.9",27361,3435203,0.00796488591795012,0.0500936221254724,5.43516552894276e-06,0.0092165770957148
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",17503,18406,"T7p35","6",145695,3435203,0.0424123406971873,0.046968262123131,5.43516552894276e-06,0.00864155137005869
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",18393,18507,"T7p36","6.3",26920,3435203,0.00783650922521901,0.0687413089931492,5.43516552894276e-06,0.012647509745029
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",18604,18859,"T7p37","6.5",203033,3435203,0.0591036395811252,0.231778978749511,5.43516552894276e-06,0.042644327484649
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",18863,19130,"T7p38","6.7",239375,3435203,0.0696829270351708,0.260984745450078,5.43516552894276e-06,0.04801780995635
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",19129,19531,"T7p39","7",319099,3435203,0.0928908713691738,0.231071819326303,5.43516552894276e-06,0.0425142193178523
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",19534,19834,"T7p40","7.3",288443,3435203,0.0839667990508858,0.279889330169619,5.43516552894276e-06,0.0514960084801802
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",19847,20240,"T7p41","7.7",237724,3435203,0.0692023149723612,0.176087315451301,5.43516552894276e-06,0.0323977833818712
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",20239,21850,"T7p42","8",514167,3435203,0.149675870683625,0.0929086720568745,5.43516552894276e-06,0.0170939912615591
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",21949,22873,"T7p43","9",258895,3435203,0.0753652695342895,0.0815641445176294,5.43516552894276e-06,0.0150067452561091
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",22966,24162,"T7p44","10B",1510315,3435203,0.439658151206785,0.367607149838449,5.43516552894276e-06,0.0676349501925759
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",22966,24004,"T7p45","10A",1421600,3435203,0.41383289430057,0.398682942486098,5.43516552894276e-06,0.073352493196955
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",24227,24818,"T7p46","11",73645,3435203,0.0214383254788727,0.0362746624007999,5.43516552894276e-06,0.00667406764479093
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",24841,27226,"T7p47","12",344663,3435203,0.100332644097016,0.0420681945899436,5.43516552894276e-06,0.00774000246467685
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",27306,27723,"T7p48","13",75986,3435203,0.0221197990337107,0.0530450816156131,5.43516552894276e-06,0.0097596073814391
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",27727,28318,"T7p49","14",246208,3435203,0.071672038013474,0.121272483948349,5.43516552894276e-06,0.0223125649628445
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",28324,30568,"T7p50","15",672794,3435203,0.195852763286478,0.0872784150117996,5.43516552894276e-06,0.0160580969516078
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",30594,34551,"T7p51","16",871061,3435203,0.25356900305455,0.0640811228341042,5.43516552894276e-06,0.0117900959028508
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",34623,36285,"T7p52","17",1065986,3435203,0.310312374552537,0.186710213328843,5.43516552894276e-06,0.0343522588842224
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",36343,36547,"T7p53","17.5",102226,3435203,0.0297583578030178,0.145874302955969,5.43516552894276e-06,0.0268389807410971
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",36552,36822,"T7p54","18",148730,3435203,0.0432958401585001,0.16035496355,5.43516552894276e-06,0.0295032345741993
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",36916,37348,"T7p55","18.5",162556,3435203,0.0473206386929681,0.109538515492982,5.43516552894276e-06,0.0201536668772421
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",37031,37283,"T7p56","18.7",102664,3435203,0.029885861184914,0.118594687241722,5.43516552894276e-06,0.021819885081732
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",37369,39130,"T7p57","19",642746,3435203,0.187105681964064,0.106249677435585,5.43516552894276e-06,0.0195485633086601
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",38015,38273,"T7p58","19.2",161000,3435203,0.0468676814732637,0.181657680128929,5.43516552894276e-06,0.0334226582726111
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",38552,38726,"T7p59","19.3",91150,3435203,0.0265340942005465,0.152494794256014,5.43516552894276e-06,0.0280570653173239
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",39388,39538,"T7p60","19.5",155384,3435203,0.0452328435903206,0.301552290602137,5.43516552894276e-06,0.0554817123777267
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",890,1468,"T7p01","0.3",7751,2746241,0.00282240342344317,0.00488305090561102,7.23913426041542e-06,0.000674535204066075
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",1277,1433,"T7p02","0.4",0,2746241,0,0,7.23913426041542e-06,0
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",1468,3138,"T7p03","0.7",12260,2746241,0.00446428408868705,0.00267322400520182,7.23913426041542e-06,0.000369273991756083
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",1495,1639,"T7p04","0.5",1,2746241,3.64134101850493e-07,2.52870904062842e-06,7.23913426041542e-06,3.49310974166587e-07
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",1635,1972,"T7p05","0.6B",2,2746241,7.28268203700986e-07,2.16103324540352e-06,7.23913426041542e-06,2.98520951216549e-07
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",1635,1797,"T7p06","0.6A",0,2746241,0,0,7.23913426041542e-06,0
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",3138,5887,"T7p07","1",83189,2746241,0.0302919517988407,0.0110192622040162,7.23913426041542e-06,0.00152217956009893
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",5887,6448,"T7p08","1.2",39486,2746241,0.0143781991456686,0.0256295884949529,7.23913426041542e-06,0.00354042176494764
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",6006,6135,"T7p09","1.1",7116,2746241,0.00259117826876811,0.0200866532462644,7.23913426041542e-06,0.00277473141451472
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",6448,7588,"T7p10","1.3",128292,2746241,0.0467154921946035,0.0409785019250908,7.23913426041542e-06,0.00566069096814061
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",7607,7763,"T7p11","1.4",7035,2746241,0.00256168340651822,0.0164210474776809,7.23913426041542e-06,0.00226837172608794
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",7790,7880,"T7p12","1.5",11483,2746241,0.00418135189154921,0.0464594654616579,7.23913426041542e-06,0.00641782066616787
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",7905,8166,"T7p13","1.6",26189,2746241,0.00953630799336256,0.0365375785186305,7.23913426041542e-06,0.00504723040135103
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",8165,8756,"T7p14","1.7",59918,2746241,0.0218181871146778,0.0369174062854109,7.23913426041542e-06,0.00509969907413935
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",8748,8895,"T7p15","1.8",22871,2746241,0.00832811104342263,0.0566538166219226,7.23913426041542e-06,0.00782604861077291
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",8897,9092,"T7p16","2",18593,2746241,0.00677034535570622,0.0347197197728524,7.23913426041542e-06,0.00479611491151706
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",9157,9856,"T7p17","2.5",82277,2746241,0.029959861497953,0.0428610321859128,7.23913426041542e-06,0.00592074005593221
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",9856,10276,"T7p18","2.8",86367,2746241,0.0314491699745215,0.0748789761298132,7.23913426041542e-06,0.0103436368820042
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",10256,10706,"T7p19","3",74426,2746241,0.0271010446643248,0.0602245436984995,7.23913426041542e-06,0.00831930194026317
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",10705,11161,"T7p20","3.5",114386,2746241,0.0416518433742705,0.0913417617856809,7.23913426041542e-06,0.0126177742392692
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",11224,11590,"T7p21","3.8",4125,2746241,0.00150205317013328,0.00410397041020023,7.23913426041542e-06,0.000566914531844133
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",11564,13265,"T7p22","4A",28727,2746241,0.0104604803438591,0.00614960631620171,7.23913426041542e-06,0.000849494717873739
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",11634,11757,"T7p23","4.1",3207,2746241,0.00116777806463453,0.00949413060678481,7.23913426041542e-06,0.00131150083217824
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",11753,13265,"T7p24","4B",26274,2746241,0.00956725939201986,0.00632755250794964,7.23913426041542e-06,0.000874075860500277
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",12987,13326,"T7p25","4.2",8878,2746241,0.00323278255622868,0.00953623172928813,7.23913426041542e-06,0.00131731659978094
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",13351,13564,"T7p26","4.3",8065,2746241,0.00293674153142423,0.0137875189268743,7.23913426041542e-06,0.00190458118759675
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",13583,13853,"T7p27","4.5",6822,2746241,0.00248412284282406,0.00920045497342246,7.23913426041542e-06,0.00127093304840771
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",13926,14334,"T7p28","4.7",12146,2746241,0.00442277280107609,0.0108401294144022,7.23913426041542e-06,0.00149743450313907
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",14352,16467,"T7p29","5",111573,2746241,0.0406275341457651,0.0192092360027258,7.23913426041542e-06,0.00265352669417454
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",16482,16839,"T7p30","5.3",27899,2746241,0.0101589773075269,0.0284565190687028,7.23913426041542e-06,0.00393092848468179
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",16850,17359,"T7p31","5.5-5.7",40265,2746241,0.0146618596110101,0.0288052251689786,7.23913426041542e-06,0.00397909807067532
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",16850,17150,"T7p32","5.5",25892,2746241,0.00942816016511297,0.0314272005503766,7.23913426041542e-06,0.00434129267669821
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",17149,17359,"T7p33","5.7",24800,2746241,0.00903052572589223,0.0430025034566297,7.23913426041542e-06,0.0059402826235415
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",17358,17517,"T7p34","5.9",18775,2746241,0.00683661776224301,0.0429975959889497,7.23913426041542e-06,0.00593960471545148
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",17503,18406,"T7p35","6",108316,2746241,0.039441549376038,0.0436783492536412,7.23913426041542e-06,0.00603364265427158
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",18393,18507,"T7p36","6.3",21831,2746241,0.00794941157749812,0.0697316805043694,7.23913426041542e-06,0.0096325994236178
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",18604,18859,"T7p37","6.5",262836,2746241,0.0957075507939762,0.375323728603828,7.23913426041542e-06,0.0518464936692983
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",18863,19130,"T7p38","6.7",278757,2746241,0.101504929829538,0.380168276515123,7.23913426041542e-06,0.0525157101442276
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",19129,19531,"T7p39","7",353401,2746241,0.128685355728066,0.320112825194194,7.23913426041542e-06,0.0442197662978314
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",19534,19834,"T7p40","7.3",260076,2746241,0.0947025406728688,0.31567513557623,7.23913426041542e-06,0.0436067524403277
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",19847,20240,"T7p41","7.7",331934,2746241,0.120868488963642,0.307553407032167,7.23913426041542e-06,0.0424848325736838
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",20239,21850,"T7p42","8",696731,2746241,0.253703516916396,0.157482009259091,7.23913426041542e-06,0.0217542600529216
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",21949,22873,"T7p43","9",343895,2746241,0.125223896955875,0.135523698004194,7.23913426041542e-06,0.0187209814224964
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",22966,24162,"T7p44","10B",1350144,2746241,0.491633472808832,0.411064776596013,7.23913426041542e-06,0.0567836928849037
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",22966,24004,"T7p45","10A",1288355,2746241,0.469133990789592,0.451959528699029,7.23913426041542e-06,0.0624328148146673
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",24227,24818,"T7p46","11",93623,2746241,0.0340913270175487,0.0576841404696256,7.23913426041542e-06,0.007968375553559
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",24841,27226,"T7p47","12",461062,2746241,0.167888397267392,0.0703934579737493,7.23913426041542e-06,0.00972401608278913
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",27306,27723,"T7p48","13",109328,2746241,0.0398100530871107,0.0954677532065005,7.23913426041542e-06,0.0131877307109127
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",27727,28318,"T7p49","14",345482,2746241,0.125801777775512,0.212862568148075,7.23913426041542e-06,0.0294044233040457
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",28324,30568,"T7p50","15",1023123,2746241,0.372553974687582,0.166022270359885,7.23913426041542e-06,0.0229339951971492
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",30594,34551,"T7p51","16",1490407,2746241,0.542708014336688,0.13715138092916,7.23913426041542e-06,0.0189458263924076
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",34623,36285,"T7p52","17",1220063,2746241,0.444266544706018,0.267308390316497,7.23913426041542e-06,0.0369254638331791
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",36343,36547,"T7p53","17.5",118493,2746241,0.0431473421305705,0.211506579071424,7.23913426041542e-06,0.0292171095966504
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",36552,36822,"T7p54","18",143122,2746241,0.0521156009250463,0.193020744166838,7.23913426041542e-06,0.0266635121304908
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",36916,37348,"T7p55","18.5",185228,2746241,0.0674478314175631,0.156129239392507,7.23913426041542e-06,0.0215673910409762
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",37031,37283,"T7p56","18.7",130301,2746241,0.0474470376052211,0.188281895258814,7.23913426041542e-06,0.0260088967113603
